Topologia,KSP(caminos),Ordenamiento,fsMax
jpn-netv2.json,k1,DESC,208
jpn-netv2.json,k1,DESC,246
jpn-netv2.json,k1,DESC,212
jpn-netv2.json,k1,DESC,219
jpn-netv2.json,k1,DESC,207
jpn-netv2.json,k1,DESC,196
jpn-netv2.json,k1,DESC,219
jpn-netv2.json,k1,DESC,210
jpn-netv2.json,k1,DESC,247
jpn-netv2.json,k1,DESC,221
jpn-netv2.json,k1,DESC,200
jpn-netv2.json,k1,DESC,218
jpn-netv2.json,k1,DESC,216
jpn-netv2.json,k1,DESC,220
jpn-netv2.json,k1,DESC,205
jpn-netv2.json,k1,DESC,234
jpn-netv2.json,k1,DESC,234
jpn-netv2.json,k1,DESC,219
jpn-netv2.json,k1,DESC,217
jpn-netv2.json,k1,DESC,206
jpn-netv2.json,k1,RANDOM,206
jpn-netv2.json,k1,RANDOM,242
jpn-netv2.json,k1,RANDOM,213
jpn-netv2.json,k1,RANDOM,206
jpn-netv2.json,k1,RANDOM,218
jpn-netv2.json,k1,RANDOM,193
jpn-netv2.json,k1,RANDOM,239
jpn-netv2.json,k1,RANDOM,219
jpn-netv2.json,k1,RANDOM,226
jpn-netv2.json,k1,RANDOM,206
jpn-netv2.json,k1,RANDOM,225
jpn-netv2.json,k1,RANDOM,228
jpn-netv2.json,k1,RANDOM,227
jpn-netv2.json,k1,RANDOM,203
jpn-netv2.json,k1,RANDOM,224
jpn-netv2.json,k1,RANDOM,187
jpn-netv2.json,k1,RANDOM,220
jpn-netv2.json,k1,RANDOM,247
jpn-netv2.json,k1,RANDOM,219
jpn-netv2.json,k1,RANDOM,215
jpn-netv2.json,k3,ASC,220
jpn-netv2.json,k3,ASC,223
jpn-netv2.json,k3,ASC,245
jpn-netv2.json,k3,ASC,244
jpn-netv2.json,k3,ASC,227
jpn-netv2.json,k3,ASC,242
jpn-netv2.json,k3,ASC,273
jpn-netv2.json,k3,ASC,228
jpn-netv2.json,k3,ASC,242
jpn-netv2.json,k3,ASC,215
jpn-netv2.json,k3,ASC,237
jpn-netv2.json,k3,ASC,233
jpn-netv2.json,k3,ASC,252
jpn-netv2.json,k3,ASC,236
jpn-netv2.json,k3,ASC,214
jpn-netv2.json,k3,ASC,227
jpn-netv2.json,k3,ASC,233
jpn-netv2.json,k3,ASC,245
jpn-netv2.json,k3,ASC,225
jpn-netv2.json,k3,ASC,239
jpn-netv2.json,k3,DESC,212
jpn-netv2.json,k3,DESC,208
jpn-netv2.json,k3,DESC,233
jpn-netv2.json,k3,DESC,220
jpn-netv2.json,k3,DESC,220
jpn-netv2.json,k3,DESC,220
jpn-netv2.json,k3,DESC,216
jpn-netv2.json,k3,DESC,224
jpn-netv2.json,k3,DESC,231
jpn-netv2.json,k3,DESC,201
jpn-netv2.json,k3,DESC,249
jpn-netv2.json,k3,DESC,230
jpn-netv2.json,k3,DESC,229
jpn-netv2.json,k3,DESC,226
jpn-netv2.json,k3,DESC,234
jpn-netv2.json,k3,DESC,234
jpn-netv2.json,k3,DESC,257
jpn-netv2.json,k3,DESC,262
jpn-netv2.json,k3,DESC,226
jpn-netv2.json,k3,DESC,264
jpn-netv2.json,k3,RANDOM,233
jpn-netv2.json,k3,RANDOM,220
jpn-netv2.json,k3,RANDOM,229
jpn-netv2.json,k3,RANDOM,229
jpn-netv2.json,k3,RANDOM,234
jpn-netv2.json,k3,RANDOM,219
jpn-netv2.json,k3,RANDOM,222
jpn-netv2.json,k3,RANDOM,209
jpn-netv2.json,k3,RANDOM,235
jpn-netv2.json,k3,RANDOM,210
jpn-netv2.json,k3,RANDOM,227
jpn-netv2.json,k3,RANDOM,238
jpn-netv2.json,k3,RANDOM,233
jpn-netv2.json,k3,RANDOM,233
jpn-netv2.json,k3,RANDOM,230
jpn-netv2.json,k3,RANDOM,229
jpn-netv2.json,k3,RANDOM,249
jpn-netv2.json,k3,RANDOM,251
jpn-netv2.json,k3,RANDOM,241
jpn-netv2.json,k3,RANDOM,242
jpn-netv2.json,k5,ASC,267
jpn-netv2.json,k5,ASC,316
jpn-netv2.json,k5,ASC,316
jpn-netv2.json,k5,ASC,153
jpn-netv2.json,k5,ASC,316
jpn-netv2.json,k5,ASC,298
jpn-netv2.json,k5,ASC,315
jpn-netv2.json,k5,ASC,293
jpn-netv2.json,k5,ASC,294
jpn-netv2.json,k5,ASC,280
jpn-netv2.json,k5,ASC,315
jpn-netv2.json,k5,ASC,315
jpn-netv2.json,k5,ASC,289
jpn-netv2.json,k5,ASC,315
jpn-netv2.json,k5,ASC,315
jpn-netv2.json,k5,ASC,317
jpn-netv2.json,k5,ASC,315
jpn-netv2.json,k5,ASC,315
jpn-netv2.json,k5,ASC,316
jpn-netv2.json,k5,ASC,315
jpn-netv2.json,k5,DESC,317
jpn-netv2.json,k5,DESC,275
jpn-netv2.json,k5,DESC,315
jpn-netv2.json,k5,DESC,318
jpn-netv2.json,k5,DESC,319
jpn-netv2.json,k5,DESC,316
jpn-netv2.json,k5,DESC,262
jpn-netv2.json,k5,DESC,292
jpn-netv2.json,k5,DESC,315
jpn-netv2.json,k5,DESC,315
jpn-netv2.json,k5,DESC,317
jpn-netv2.json,k5,DESC,319
jpn-netv2.json,k5,DESC,317
jpn-netv2.json,k5,DESC,318
jpn-netv2.json,k5,DESC,319
jpn-netv2.json,k5,DESC,265
jpn-netv2.json,k5,DESC,316
jpn-netv2.json,k5,DESC,319
jpn-netv2.json,k5,DESC,257
jpn-netv2.json,k5,DESC,307
jpn-netv2.json,k5,RANDOM,319
jpn-netv2.json,k5,RANDOM,315
jpn-netv2.json,k5,RANDOM,316
jpn-netv2.json,k5,RANDOM,315
jpn-netv2.json,k5,RANDOM,315
jpn-netv2.json,k5,RANDOM,316
jpn-netv2.json,k5,RANDOM,315
jpn-netv2.json,k5,RANDOM,315
jpn-netv2.json,k5,RANDOM,261
jpn-netv2.json,k5,RANDOM,271
jpn-netv2.json,k5,RANDOM,318
jpn-netv2.json,k5,RANDOM,317
jpn-netv2.json,k5,RANDOM,316
jpn-netv2.json,k5,RANDOM,283
jpn-netv2.json,k5,RANDOM,319
jpn-netv2.json,k5,RANDOM,315
jpn-netv2.json,k5,RANDOM,257
jpn-netv2.json,k5,RANDOM,283
jpn-netv2.json,k5,RANDOM,315
jpn-netv2.json,k5,RANDOM,315
